,duration,src_bytes,dst_bytes,land,wrong_fragment,urgent,hot,num_failed_logins,logged_in,num_compromised,root_shell,su_attempted,num_root,num_file_creations,num_shells,num_access_files,num_outbound_cmds,is_host_login,is_guest_login,count,srv_count,serror_rate,srv_serror_rate,rerror_rate,srv_rerror_rate,same_srv_rate,diff_srv_rate,srv_diff_host_rate,dst_host_count,dst_host_srv_count,dst_host_same_srv_rate,dst_host_diff_srv_rate,dst_host_same_src_port_rate,dst_host_srv_diff_host_rate,dst_host_serror_rate,dst_host_srv_serror_rate,dst_host_rerror_rate,dst_host_srv_rerror_rate
is_guest_login,0.023423711172060966,-8.231825925981874e-05,0.001288975316199572,-0.00024866930878122235,-0.0017781811573367886,-9.581974765187811e-05,0.8435715365803926,-0.0003645102433158775,0.0893178411600158,-0.00021160289047210724,-0.0003931938332024864,-0.0001742279398520452,-0.0002101618655416644,0.01425073381620512,-0.000369607414053614,0.001952578926237737,,,1.0,-0.05790838207220168,-0.04415599095238255,-0.01715033643085364,-0.01712923588059497,-0.008887383895102298,-0.009030337387288302,0.018608251753533252,0.0021288384179637848,-0.005295814629666887,-0.033786767961319526,-0.05001587560749527,-0.04318931188258661,0.009623839584154704,-0.04513896790314165,-0.005626905964802046,-0.01619630180992214,-0.017197319103242487,-0.007556292878484624,-0.008692951323014812
count,-0.10515338141725447,-0.0030980849999313652,-0.040372526823147036,-0.010259783721848229,-0.06193448569003565,-0.003996724324692518,-0.06845079688279249,-0.01518445520568369,-0.6346429441382591,-0.008792135446580977,-0.016224034441009318,-0.007267197653009469,-0.0087616021350243,-0.017380229395658694,-0.015148632321178693,-0.04266296025312826,,,-0.05790838207220168,1.0,0.9436670688882699,-0.31068777202578385,-0.31033293189921785,-0.20696948476207666,-0.20844440982324888,0.3537346277348977,-0.17529979340244498,-0.3142104486893955,0.5326321622911828,0.5145814837140853,0.4687754677069352,-0.26210729830607926,0.8605787404022716,-0.2445728144418671,-0.31119114274754756,-0.30970930211208764,-0.2117577066209273,-0.2080505997484472
dst_host_count,0.010073842749600008,-0.0017425808009189465,-0.048868839989495726,-0.023670711758200076,-0.005190883919253926,-0.007139328701875447,-0.026366422738514722,-0.025443695955748337,-0.6210290531918581,-0.008360915029673668,-0.02438390077782457,-0.006569578091871276,-0.011610567585435837,-0.019126317139903228,-0.017111354967259358,-0.021151557619511534,,,-0.033786767961319526,0.5326321622911828,0.4015355247855602,0.15663848148838233,0.15621950759079445,-0.08870867896339424,-0.08716661108444795,-0.18105106626799594,0.05680367118893183,-0.3823888127808935,1.0,-0.02723576714646489,-0.12689216883128415,0.02516996616497652,0.2907471743812745,-0.49116194645328615,0.15672833671135356,0.15736847252286068,-0.09246026303987062,-0.08779085471476566
su_attempted,0.05585344046325681,-9.843453806715188e-06,0.07565606476994736,-3.120270356873158e-05,-0.0002231238740953521,-1.2023338129927439e-05,-0.00020636499024321314,0.11711698488361641,0.011207487304220047,0.7013997499488389,0.295389916370567,1.0,0.6956025323758352,0.00802996074900111,0.023525265297345395,0.32028327961842434,,,-0.0001742279398520452,-0.007267197653009469,-0.005539886961025855,-0.002169930870236256,-0.002167269101389137,-0.001159381540279494,-0.001162518006835422,0.002510776284064847,-0.0011934340443800068,0.000872066804243675,-0.006569578091871276,-0.00653066742449335,-0.005582459162565641,0.0007933526739564105,-0.005744949237711813,0.0018477070965089775,-0.0004378808057562443,2.750097126628694e-06,0.0006464808772451633,-0.0008729491333243512
num_root,0.05676597485928125,-9.840747913693153e-06,0.020746249395151052,-3.7638156070243725e-05,-0.0002691424215116611,0.009476320095022327,0.000998400382890795,0.003249757916453661,0.01351899380713481,0.9938277978737944,0.2554001642743237,0.6956025323758352,1.0,0.009710451989339891,0.013085799672709448,0.4136048931613165,,,-0.0002101618655416644,-0.0087616021350243,-0.006677172660337551,-0.002617234056838351,-0.002614023494094207,-0.0013985000774654646,-0.0014022834296830678,0.0028149547155817147,0.00043407491124340035,0.0004392705934096431,-0.011610567585435837,-0.007984905152355257,-0.006730745880383538,0.0028628859159385866,-0.005215880786426625,0.0023110621972858383,-0.002078379119311486,-0.0016824512875802439,-0.0010033717824535434,-0.00138325098915539
num_compromised,0.05809501636780907,0.00011854439828134797,0.023297952057456304,-3.789623105969373e-05,-0.0002709878606841545,0.01428464204494642,0.0073483790733591065,0.006907151602078257,0.013611690010893053,1.0,0.25555658491781263,0.7013997499488389,0.9938277978737944,0.010933598851062144,0.00934075089508624,0.41223818267642937,,,-0.00021160289047210724,-0.008792135446580977,-0.0067037659250646035,-0.0025967474893419037,-0.00261839014102478,-0.0010492045528447378,-0.0004777994160304596,0.003012063566963371,-0.0013378518428557998,0.0007703207132893525,-0.008360915029673668,-0.004796977917230358,-0.0025839987597916316,0.00035944927358939514,-0.006714532163093961,0.0006211854514516991,-0.001978377582710139,-0.0016309779290744435,-0.0008431376456647491,-0.0008729968962161024
hot,0.013212927753622608,0.004482836433326445,0.0043654949100132324,-0.000294537371698282,-0.002106173886324583,0.0003562051117551281,1.0,0.008740464619823392,0.1053048829209889,0.0073483790733591065,0.02406480517059989,-0.00020636499024321314,0.000998400382890795,0.025247418091241723,0.006373167917126476,0.0019019887387739783,,,0.8435715365803926,-0.06845079688279249,-0.05216368504345986,-0.020264192458673114,-0.020217230202466702,-0.008304883236669213,-0.00582147790655913,0.022696804595246443,-0.0026856749310821687,0.001972919344278765,-0.026366422738514722,-0.03873029689689714,-0.02911696300643262,0.001319073460298427,-0.05292283579917907,-0.004467318453684916,-0.019490568464063586,-0.020200684070047457,-0.006540737908556355,-0.007748636755383801
logged_in,-0.017265158275511033,0.0017006498881350133,0.047814260115436095,-0.002784094482710777,-0.019908465478371575,0.0061637565491160584,0.1053048829209889,-0.0011446470071647572,1.0,0.013611690010893053,0.025292814100065574,0.011207487304220047,0.01351899380713481,0.026923070190152536,0.02377558044977921,0.0662328981675319,,,0.0893178411600158,-0.6346429441382591,-0.47812179856817605,-0.19169770206867398,-0.19111305973145282,-0.09913677054816736,-0.09437221420781679,0.21968481425629927,-0.07269211246009076,0.3306734121069212,-0.6210290531918581,0.1193145545398118,0.16106987029355982,-0.06115138323723598,-0.4615581454098522,0.14049294794304126,-0.19095498228608243,-0.19170388000504887,-0.09086819809108745,-0.08788542048154466
srv_count,-0.08024996284480387,-0.0025008336380371184,-0.030544267755158085,-0.007886221357792314,-0.04778863817408302,-0.003047339122527241,-0.05216368504345986,-0.011577631064099673,-0.47812179856817605,-0.0067037659250646035,-0.012342671228176488,-0.005539886961025855,-0.006677172660337551,-0.01325961538401811,-0.011515935093657103,-0.03236800383933127,,,-0.04415599095238255,0.9436670688882699,1.0,-0.530941987243887,-0.530345265010506,-0.28688452479240173,-0.28768039489107267,0.6155655838556376,-0.2957352886080082,-0.23563206433417966,0.4015355247855602,0.718451503398992,0.6879934467101384,-0.3285928158533993,0.9449263676783357,-0.18321506643603439,-0.5313418562149672,-0.529980501257285,-0.29110423944542796,-0.2884498708457297
dst_host_srv_count,-0.117515081877108,-0.0032119371856462403,-0.005849515868300909,-0.01158720553128454,-0.05862406467546159,-0.004540482167143085,-0.03873029689689714,-0.015412981672840342,0.1193145545398118,-0.004796977917230358,-0.010026172229342297,-0.00653066742449335,-0.007984905152355257,-0.013871152781114072,-0.012206830609343192,-0.0008013588940643838,,,-0.05001587560749527,0.5145814837140853,0.718451503398992,-0.7752726301373211,-0.7741375553293743,-0.32941152569668586,-0.32793052929375754,0.8989546630324124,-0.4154975305973991,0.005095580747292957,-0.02723576714646489,1.0,0.9736854572954048,-0.46236696688240675,0.6775800190315027,-0.017111702254489523,-0.7760702194061418,-0.7747481559047189,-0.3326829826269452,-0.33162539112516287
dst_host_same_src_port_rate,0.04264239637858996,-0.0007237336196602508,-0.020143346273131753,0.0037986949324918507,-0.03180271923321355,-0.00200238492126697,-0.05292283579917907,-0.009564567168241465,-0.4615581454098522,-0.006714532163093961,-0.006272664544013798,-0.005744949237711813,-0.005215880786426625,-0.009923704455517586,-0.0034478810200071273,-0.0322905066406741,,,-0.04513896790314165,0.8605787404022716,0.9449263676783357,-0.5784158251048553,-0.5778247315441969,-0.26533164621572486,-0.2665980557259836,0.6607441523735702,-0.26649499324428927,-0.18788132181677353,0.2907471743812745,0.6775800190315027,0.6713380939127513,-0.15751188746507133,1.0,-0.06439613517531681,-0.5788570795276321,-0.5776180492359821,-0.26889430348021787,-0.26879820217074113
serror_rate,-0.031415553166905384,0.0015579733653914615,-0.011907584980122765,0.013897682110643536,-0.013969174131710182,-0.001193391993182255,-0.020264192458673114,-0.0031694575416960037,-0.19169770206867398,-0.0025967474893419037,-0.004897052891616034,-0.002169930870236256,-0.002617234056838351,-0.0049661966139262345,-0.004564696933429653,-0.012714337603342429,,,-0.01715033643085364,-0.31068777202578385,-0.530941987243887,1.0,0.9983615072725139,-0.11172891670290053,-0.11201025896027124,-0.8582468732855145,0.2532461221877077,-0.09237867434794536,0.15663848148838233,-0.7752726301373211,-0.7999017709878755,0.16059533068824242,-0.5784158251048553,-0.0711370527761258,0.998672968010478,0.9978492485679925,-0.11239338344371223,-0.11228821071624782
srv_serror_rate,-0.031377780036493955,0.0011140127088300703,-0.011930204567053836,0.01442152152012574,-0.022119282832831356,-0.001191928106164706,-0.020217230202466702,-0.0038496046001463835,-0.19111305973145282,-0.00261839014102478,-0.004891045869452767,-0.002167269101389137,-0.002614023494094207,-0.005086729585087465,-0.004597647936393002,-0.012665199497779821,,,-0.01712923588059497,-0.31033293189921785,-0.530345265010506,0.9983615072725139,1.0,-0.111293463914376,-0.11509344960691302,-0.8570596889766061,0.25324061740855325,-0.09195643111821439,0.15621950759079445,-0.7741375553293743,-0.7987356942016811,0.15804531646950487,-0.5778247315441969,-0.07089182723677004,0.9978353003739027,0.9993041091850114,-0.11321871500197558,-0.1153462550470028
same_srv_rate,0.021770860100166524,-0.0018595085376789562,0.014001816094549804,0.0022863906883129263,0.017416120536496837,0.001380845977710101,0.022696804595246443,0.004580922336268483,0.21968481425629927,0.003012063566963371,0.005295594898718542,0.002510776284064847,0.0028149547155817147,0.005537705832293713,0.00476327609169751,0.014340525256270487,,,0.018608251753533252,0.3537346277348977,0.6155655838556376,-0.8582468732855145,-0.8570596889766061,-0.330002357638007,-0.3284249862591081,1.0,-0.4262519560185499,0.10539337823134551,-0.18105106626799594,0.8989546630324124,0.9278080342691075,-0.26617178993376295,0.6607441523735702,0.08345436234013374,-0.8578346244369675,-0.8575437508975926,-0.3302908361850227,-0.33199166844425815
dst_host_same_srv_rate,-0.11845783449635297,-0.0020524666297713945,0.007058366332403392,0.0019840774480186143,-0.0549027835455943,-0.003278837680295271,-0.02911696300643262,0.0005069204359821178,0.16106987029355982,-0.0025839987597916316,0.0009350818241752439,-0.005582459162565641,-0.006730745880383538,-0.008808218067612202,-0.007728763373468171,0.004394982881619289,,,-0.04318931188258661,0.4687754677069352,0.6879934467101384,-0.7999017709878755,-0.7987356942016811,-0.319821777820969,-0.31823835649132814,0.9278080342691075,-0.42576012233217686,0.047734275722580065,-0.12689216883128415,0.9736854572954048,1.0,-0.4697055571575943,0.6713380939127513,0.058054806750300524,-0.800723029560837,-0.7994242109998608,-0.3231623066368958,-0.32160827819023174
dst_host_serror_rate,-0.0304002041715989,-0.0007183112519009133,-0.0113337321007918,0.012657685211541777,-0.01909101903662703,-0.0011942351102395073,-0.019490568464063586,-0.0019453528452840479,-0.19095498228608243,-0.001978377582710139,-0.004552689237841725,-0.0004378808057562443,-0.002078379119311486,-0.0027627370213248906,-0.004432800688767577,-0.012329736143372454,,,-0.01619630180992214,-0.31119114274754756,-0.5313418562149672,0.998672968010478,0.9978353003739027,-0.11154953814741411,-0.11185564019676195,-0.8578346244369675,0.25327758350273605,-0.09133627848869245,0.15672833671135356,-0.7760702194061418,-0.800723029560837,0.15935919616052308,-0.5788570795276321,-0.07113167799794842,1.0,0.9981559173373195,-0.11340263127062558,-0.11225565274610792
dst_host_srv_serror_rate,-0.030612353797975587,0.001122094994501364,-0.011234901298129865,0.007794684091653403,-0.022104104013801678,-0.0011911101745365688,-0.020200684070047457,-0.002452724414492507,-0.19170388000504887,-0.0016309779290744435,-0.004207748573037426,2.750097126628694e-06,-0.0016824512875802439,-0.0036848461398160414,-0.00440160708554621,-0.012064984763036841,,,-0.017197319103242487,-0.30970930211208764,-0.529980501257285,0.9978492485679925,0.9993041091850114,-0.11112604239239614,-0.1148433005805883,-0.8575437508975926,0.2534521191622153,-0.09268578166185801,0.15736847252286068,-0.7747481559047189,-0.7994242109998608,0.15819511285825003,-0.5776180492359821,-0.07165670189805697,0.9981559173373195,1.0,-0.11318444088740827,-0.11532042081657978
srv_rerror_rate,0.012106443540523962,0.0013785900464042071,-0.005807524354785678,-0.0016592203836595142,-0.011864730861050044,-0.0006393474097801659,-0.00582147790655913,0.025097960768481108,-0.09437221420781679,-0.0004777994160304596,-0.0021855360427035474,-0.001162518006835422,-0.0014022834296830678,-0.0019334998469272351,-0.0024661674508811944,-0.004272086630572487,,,-0.009030337387288302,-0.20844440982324888,-0.28768039489107267,-0.11201025896027124,-0.11509344960691302,0.9947309539817971,1.0,-0.3284249862591081,0.23175125244535327,0.029922620726252236,-0.08716661108444795,-0.32793052929375754,-0.31823835649132814,0.2092002505999821,-0.2665980557259836,0.13502799328382417,-0.11185564019676195,-0.1148433005805883,0.9821663427308405,0.9865705438845618
dst_host_rerror_rate,0.006739163147265062,-0.0003926914090884087,-0.004999622425151451,-0.0015109517007527071,0.0297739510131661,-0.000648111591543901,-0.006540737908556355,0.024752809934010713,-0.09086819809108745,-0.0008431376456647491,2.93820087002396e-06,0.0006464808772451633,-0.0010033717824535434,-0.0015134731462991173,-0.0019184642333079916,-0.0066105906831231305,,,-0.007556292878484624,-0.2117577066209273,-0.29110423944542796,-0.11239338344371223,-0.11321871500197558,0.9869947924955955,0.9821663427308405,-0.3302908361850227,0.22765682207992124,0.02429481426271606,-0.09246026303987062,-0.3326829826269452,-0.3231623066368958,0.22173852496885715,-0.26889430348021787,0.13926651720484357,-0.11340263127062558,-0.11318444088740827,1.0,0.9848038371110224
dst_host_srv_rerror_rate,0.010464637941725976,0.0013283577176615188,-0.005470815886810593,-0.0016647774913263608,-0.011904468552005576,-0.0006414887301422157,-0.007748636755383801,0.02358430471604902,-0.08788542048154466,-0.0008729968962161024,-0.001798693599902788,-0.0008729491333243512,-0.00138325098915539,-0.0014783243375873572,-0.0023147985925114248,-0.006779828849435003,,,-0.008692951323014812,-0.2080505997484472,-0.2884498708457297,-0.11228821071624782,-0.1153462550470028,0.9851995540751263,0.9865705438845618,-0.33199166844425815,0.23398316622423215,0.02031127088351687,-0.08779085471476566,-0.33162539112516287,-0.32160827819023174,0.21137156098009077,-0.26879820217074113,0.14022378326498813,-0.11225565274610792,-0.11532042081657978,0.9848038371110224,1.0
rerror_rate,0.01205330224451788,0.0005907502627801923,-0.006166474919539262,-0.0007773020644116952,-0.01152932242141624,-0.0006376224543329192,-0.008304883236669213,0.02516674536121081,-0.09913677054816736,-0.0010492045528447378,-0.002177467759004783,-0.001159381540279494,-0.0013985000774654646,-0.0020590784674820017,-0.002459513746004725,-0.006851598169175307,,,-0.008887383895102298,-0.20696948476207666,-0.28688452479240173,-0.11172891670290053,-0.111293463914376,1.0,0.9947309539817971,-0.330002357638007,0.23338317390825344,0.024024800930312205,-0.08870867896339424,-0.32941152569668586,-0.319821777820969,0.21019881646395255,-0.26533164621572486,0.13734349386770003,-0.11154953814741411,-0.11112604239239614,0.9869947924955955,0.9851995540751263
dst_host_diff_srv_rate,0.4062326089413435,0.0005780170297363165,-0.005313954803846794,-0.00033295230106900525,0.0718570580973984,0.010536047779095899,0.001319073460298427,0.00101716811679392,-0.06115138323723598,0.00035944927358939514,-0.0006844971705403589,0.0007933526739564105,0.0028628859159385866,0.006513140361893435,0.0006406841410724933,0.002101902772715138,,,0.009623839584154704,-0.26210729830607926,-0.3285928158533993,0.16059533068824242,0.15804531646950487,0.21019881646395255,0.2092002505999821,-0.26617178993376295,0.5245717155364525,-0.005613285749413137,0.02516996616497652,-0.46236696688240675,-0.4697055571575943,1.0,-0.15751188746507133,0.006337941027569535,0.15935919616052308,0.15819511285825003,0.22173852496885715,0.21137156098009077
diff_srv_rate,0.05180020847711098,0.006206799746186266,-0.005701937473504714,0.0022818438042380073,-0.007076690010536893,-0.0006563502333136556,-0.0026856749310821687,0.0038496605929042834,-0.07269211246009076,-0.0013378518428557998,0.0008074330651904091,-0.0011934340443800068,0.00043407491124340035,-0.0002874626170957183,-0.0008335629836311295,-0.0038130180042422273,,,0.0021288384179637848,-0.17529979340244498,-0.2957352886080082,0.2532461221877077,0.25324061740855325,0.23338317390825344,0.23175125244535327,-0.4262519560185499,1.0,-0.022426178264623866,0.05680367118893183,-0.4154975305973991,-0.42576012233217686,0.5245717155364525,-0.26649499324428927,-0.028008311998695787,0.25327758350273605,0.2534521191622153,0.22765682207992124,0.23398316622423215
